Reporting Year,Reporting Month,D_Name,Proj_Name,Sec_NAme,AWC_ID,AWc_Name,Tot_Children_0to6M,Tot_Children_SC_0to6M,Tot_Children_ST_0to6M,Tot_Children_BC_0to6M,Tot_Children_OC_0to6M,Tot_Children_7Mto3Y,Tot_Children_SC_7Mto3Y,Tot_Children_ST_7Mto3Y,Tot_Children_BC_7Mto3Y,Tot_Children_OC_7Mto3Y,Tot_Children_3Yto6Y,Tot_Children_SC_3Yto6Y,Tot_Children_ST_3Yto6Y,Tot_Children_BC_3Yto6Y,Tot_Children_OC_3Yto6Y,Staff_Count,Budget
2025,10,MEDCHAL - MALKAJIGIRI,ALWAL,Malkajgiri,1501055,IN Nagar III,1,0,0,1,0,33,9,1,23,0,21,6,3,12,0,5.0,166421.0
2025,10,NALGONDA,ANUMULA,Nellikal,2314065,Jalthanda-1,0,0,0,0,0,13,1,12,0,0,7,0,7,0,0,6.0,51605.0
2025,10,JANGAON,JANGAON,Bachannapeta,2101182,Kesireddipally - II,2,0,0,1,1,14,1,0,11,2,16,5,0,7,4,4.0,122303.0
2025,10,JANGAON,JANGAON,Lingampally,2101196,Nakkavanigudem,4,2,0,2,0,29,9,0,18,2,16,5,0,11,0,6.0,126125.0
2025,10,NALGONDA,NAKREKAL,Kattangur,2311007,Garlabaigudem,3,3,0,0,0,28,27,0,1,0,23,23,0,0,0,6.0,194990.0
2025,10,NALGONDA,NAKREKAL,Kattangur,2311021,Ramachandrapuram,0,0,0,0,0,19,3,3,13,0,20,6,0,14,0,3.0,174040.0
2025,10,NAGARKURNOOL,ACHAMPETA (R) ,Padra,1401097,Padara-II,6,1,0,4,1,26,7,0,17,2,33,10,0,23,0,4.0,194118.0
2025,10,NAGARKURNOOL,ACHAMPETA (R) ,Padra,1401348,CHINTLAKUNTA CHENCHU COLONY,4,0,4,0,0,14,0,14,0,0,13,0,13,0,0,4.0,54324.0
2025,10,MEDCHAL - MALKAJIGIRI,ALWAL,Uppal,1501120,Saraswathi Nagar,0,0,0,0,0,103,21,8,52,22,65,26,3,32,4,4.0,126323.0
2025,10,MEDCHAL - MALKAJIGIRI,ALWAL,Uppal,1501155,Uppal hills (ward no-10),0,0,0,0,0,59,2,2,53,2,43,2,1,40,0,6.0,59111.0
2025,10,NALGONDA,NAKREKAL,Cherkupally,2311058,Rayapuram,7,3,0,4,0,19,9,0,7,3,7,3,0,4,0,5.0,66389.0
2025,10,JOGULAMBA-GADWAL,GADWAL(U),Daroor,1405192,CHINNAREDDI PALLY,0,0,0,0,0,6,0,0,6,0,11,0,0,11,0,4.0,172177.0
2025,10,JOGULAMBA-GADWAL,GADWAL(U),Daroor,1405292,Marlabeedu,2,0,0,2,0,18,2,0,13,3,42,2,1,36,3,7.0,91427.0
2025,10,NALGONDA,ANUMULA,Nidamanoor,2314216,Mupparam-I,6,3,0,3,0,27,14,1,11,1,16,9,1,6,0,6.0,172883.0
2025,10,JOGULAMBA-GADWAL,GADWAL(U),jammichedu,1406092,Basrachervu,3,0,0,2,1,28,0,1,23,4,19,0,1,17,1,3.0,181189.0
2025,10,YADADRI-BHUVANGIRI,ALAIR (R),Yadagirigu,2301112,Mallapuram-1,4,0,0,4,0,49,0,0,49,0,11,0,0,11,0,5.0,175808.0
2025,10,JOGULAMBA-GADWAL,GADWAL(U),Daroor,1405341,Ryalampadu,2,0,0,2,0,19,3,0,11,5,7,3,0,3,1,7.0,162221.0
2025,10,NAGARKURNOOL,ACHAMPETA (R) ,Udimilla,1401362,Maradugu-2,0,0,0,0,0,9,8,0,0,1,22,22,0,0,0,7.0,63234.0
2025,10,JOGULAMBA-GADWAL,GADWAL(U),Nandhinne,1405208,THURUPUTHANDA,0,0,0,0,0,22,0,22,0,0,20,0,20,0,0,3.0,103441.0
2025,10,JOGULAMBA-GADWAL,GADWAL(U),Nandhinne,1405276,Mallapuram ,5,0,0,5,0,43,1,1,40,1,36,1,0,35,0,5.0,50846.0
2025,10,KHAMMAM,KALLUR,Annarugudem,2204114,Balapeta-1,3,0,0,2,1,20,0,0,13,7,5,0,0,5,0,6.0,60954.0
2025,10,KHAMMAM,KALLUR,Annarugudem,2204349,Annarugudem SC,1,1,0,0,0,9,7,0,2,0,8,6,0,2,0,2.0,129239.0
2025,10,JOGULAMBA-GADWAL,GADWAL(U),Nandhinne,1405339,Vagu Thanda,0,0,0,0,0,5,0,4,1,0,14,0,12,1,1,5.0,96514.0
2025,10,KHAMMAM,KALLUR,Chinnakorukondi,2204063,Marlapadu-1,2,0,0,1,1,11,0,0,7,4,16,0,0,15,1,3.0,138236.0
2025,10,MAHABUBNAGAR,DEVERAKADRA,Addakula,1407194,ADDAKAL -IV,1,0,0,1,0,24,0,1,21,2,8,0,0,8,0,7.0,147579.0
2025,10,JOGULAMBA-GADWAL,GADWAL(U),Daroor,1405190,DHAROOR-4,0,0,0,0,0,43,0,0,41,2,38,0,0,38,0,6.0,187541.0
2025,10,YADADRI-BHUVANGIRI,ALAIR (R),Yadagirigu,2301114,Golla guda,4,0,0,4,0,23,2,0,21,0,11,2,0,9,0,5.0,92101.0
2025,10,YADADRI-BHUVANGIRI,ALAIR (R),Yadagirigu,2301128,Prashanth nagar-2,1,0,0,1,0,12,3,1,7,1,19,3,1,13,2,2.0,114323.0
2025,10,YADADRI-BHUVANGIRI,ALAIR (R),Yadagirigu,2301131,Masaipeta-1,7,0,0,7,0,22,0,0,16,6,14,0,0,13,1,2.0,141922.0
2025,10,JANGAON,JANGAON,Tharigoppula,2101166,Bothalaparre-II,1,0,0,1,0,11,0,10,1,0,4,0,4,0,0,4.0,177534.0
2025,10,JANGAON,JANGAON,Tharigoppula,2101247,Jalbai Thanda,0,0,0,0,0,6,0,6,0,0,10,0,10,0,0,4.0,117584.0
2025,10,JOGULAMBA-GADWAL,GADWAL(U),Chinthalapet,1406011,V Ward,0,0,0,0,0,14,1,0,12,1,27,2,0,24,1,3.0,154537.0
2025,10,NAGARKURNOOL,ACHAMPETA (R) ,Siddapoor,1401046,Jogyathanda,0,0,0,0,0,10,0,10,0,0,6,0,6,0,0,5.0,128477.0
2025,10,MEDCHAL - MALKAJIGIRI,ALWAL,Uppal,1501118,Shanti Nagar I,0,0,0,0,0,63,39,2,20,2,58,43,0,11,4,5.0,92533.0
2025,10,MEDCHAL - MALKAJIGIRI,ALWAL,Uppal,1501122,Indiranagar -1,16,3,1,10,2,149,25,1,99,24,52,9,0,37,6,7.0,51828.0
2025,10,MEDCHAL - MALKAJIGIRI,ALWAL,Uppal,1501153,Angadi bazar,4,0,1,3,0,65,6,4,49,6,52,3,4,32,13,7.0,51917.0
2025,10,SANGAREDDY,NARAYANKHED,Chapta - K,1706283,SCHOOL THANDA,0,0,0,0,0,12,0,12,0,0,14,0,14,0,0,7.0,70618.0
2025,10,SANGAREDDY,NARAYANKHED,Thadkal,1706248,GANPUR - 2,10,0,1,9,0,24,0,5,19,0,28,1,7,20,0,4.0,82254.0
2025,10,MAHABUBNAGAR,MAHABUBNAGAR (R),Kakarlapad,1412361,Veerashittipally,0,0,0,0,0,18,2,0,15,1,21,2,0,19,0,5.0,155292.0
2025,10,MAHABUBNAGAR,MAHABUBNAGAR (R),Kakarlapad,1412376,Hajilpur.Thanda,1,0,1,0,0,14,0,14,0,0,16,0,16,0,0,5.0,97362.0
2025,10,MAHABUBNAGAR,MAHABUBNAGAR (R),Kakarlapad,1412311,Rudraram-1,8,5,0,3,0,40,17,2,21,0,13,10,0,3,0,2.0,70128.0
2025,10,SANGAREDDY,NARAYANKHED,Wasar,1706047,Chinna Mubarakpoor,7,3,0,4,0,20,5,0,13,2,19,6,1,10,2,4.0,173781.0
2025,10,SANGAREDDY,NARAYANKHED,Narayankhed,1706183,Ryakal - 3,6,0,0,5,1,23,1,0,16,6,20,0,0,18,2,6.0,115545.0
2025,10,SANGAREDDY,NARAYANKHED,Wasar,1706398,CHANDER THANDA,0,0,0,0,0,12,0,12,0,0,13,0,13,0,0,4.0,132180.0
2025,10,MEDAK,RAMAYAMPET,Narsingi,1708270,Kashi Thanda,5,0,3,1,1,11,0,3,8,0,14,0,5,9,0,6.0,137958.0
2025,10,SANGAREDDY,NARAYANKHED,Wasar,1706384,SANGAM THANDA,0,0,0,0,0,11,4,1,6,0,14,4,6,4,0,2.0,190937.0
2025,10,KAMAREDDY,MADNOOR,Pulkkal,1807127,Banda Renjal-2,3,0,0,1,2,32,0,0,24,8,22,0,0,20,2,3.0,183291.0
2025,10,RANGAREDDY,IBRAHIMPATANAM,Manchal,1504060,Manchala-3,7,0,0,7,0,33,0,1,29,3,35,0,3,27,5,5.0,89809.0
2025,10,RAJANNA-SIRICILLA,VEMULAWADA,Boinpalli,2016082,Narsimlapally,3,0,0,3,0,13,1,1,10,1,9,0,0,8,1,2.0,166748.0
2025,10,HANMAKONDA,HANAMKONDA (U),Raipura,2114032,Old raipura,0,0,0,0,0,35,4,0,29,2,31,2,0,29,0,5.0,55287.0
2025,10,NALGONDA,DEVARAKONDA,MUDIGONDA,2304087,Gottimukkala-I,4,0,1,3,0,21,0,0,19,2,14,0,2,12,0,7.0,58512.0
2025,10,NALGONDA,DEVARAKONDA,MUDIGONDA,2304323,SEETHARAM THANDA,0,0,0,0,0,4,0,4,0,0,5,0,5,0,0,3.0,182414.0
2025,10,MEDAK,RAMAYAMPET,Shankarampet (R),1708220,Chandampet III,7,0,0,5,2,19,2,0,16,1,13,0,0,10,3,3.0,158872.0
2025,10,NALGONDA,DEVARAKONDA,THELDEVARAPALLY,2304187,Devarcharla,0,0,0,0,0,6,0,6,0,0,2,0,2,0,0,2.0,143070.0
2025,10,MEDCHAL - MALKAJIGIRI,ALWAL,Malkajgiri,1501053,IN Nagar I,8,3,1,4,0,36,10,2,19,5,9,2,0,7,0,3.0,129767.0
2025,10,MEDCHAL - MALKAJIGIRI,ALWAL,Malkajgiri,1501171,Upperguda (ward no-21),1,1,0,0,0,48,12,16,14,6,18,2,13,3,0,6.0,147829.0
2025,10,VIKARABAD,KODANGAL,Thunkimetla,1409234,Pulzanaik thanda,0,0,0,0,0,5,0,5,0,0,10,0,10,0,0,3.0,92078.0
2025,10,YADADRI-BHUVANGIRI,ALAIR (R),Madhapoor,2301096,Kevula thanda,1,0,1,0,0,17,0,17,0,0,10,0,10,0,0,5.0,156288.0
2025,10,NAGARKURNOOL,ACHAMPETA (R) ,Mannanoor,1401113,Mannanoor-I,8,0,6,2,0,23,0,19,4,0,15,0,14,0,1,5.0,133524.0
2025,10,MAHABUBNAGAR,DEVERAKADRA,Amisthapur,1407179,AMISTHAPUR-1,2,0,0,0,2,30,0,0,23,7,13,0,1,7,5,5.0,62219.0
2025,10,JANGAON,JANGAON,Lingampally,2101198,Nagireddypally - II,4,0,0,3,1,15,0,1,12,2,23,0,0,22,1,5.0,50235.0
2025,10,SURYAPET,CHIVEMLA,Chivemla,2317058,Piklythanda,4,0,4,0,0,16,0,16,0,0,12,0,12,0,0,6.0,92929.0
2025,10,RANGAREDDY,AMANGAL,Akuthotapally,1402049,Seetharamnagar(T),1,0,1,0,0,11,0,11,0,0,4,0,4,0,0,4.0,177309.0
2025,10,SURYAPET,CHIVEMLA,Chivemla,2317275,Vallya thanda,1,0,1,0,0,16,0,15,1,0,9,0,9,0,0,7.0,117444.0
2025,10,MAHABUBNAGAR,DEVERAKADRA,Nagaram,1403168,Pedda Rajamoor,0,0,0,0,0,25,10,0,11,4,18,9,0,8,1,2.0,189639.0
2025,10,HYDERABAD,CHARMINAR,Saidabad,1603116,Shankeshwar bazar,1,0,0,1,0,45,15,4,23,3,23,13,1,9,0,5.0,151834.0
2025,10,SURYAPET,CHIVEMLA,Tallasingaram,2318208,Regadi Thanda,3,0,3,0,0,9,0,9,0,0,11,0,11,0,0,3.0,134555.0
2025,10,SURYAPET,CHIVEMLA,Tallasingaram,2318211,Alugunoor,5,1,0,4,0,14,1,2,11,0,8,2,0,6,0,5.0,123698.0
2025,10,VIKARABAD,KODANGAL,RUdraram,1409069,SANSAIPALLY,0,0,0,0,0,4,2,0,2,0,12,4,0,6,2,3.0,174450.0
2025,10,VIKARABAD,KODANGAL,RUdraram,1409051,RUDRARAM-1,2,0,0,2,0,29,0,0,22,7,13,0,0,10,3,7.0,186487.0
2025,10,KHAMMAM,KALLUR,Lankapally,2204163,Ramachandrapuram,0,0,0,0,0,21,0,11,8,2,18,0,10,6,2,7.0,93925.0
2025,10,RANGAREDDY,AMANGAL,Arkapally,1402214,Palgu thanda,0,0,0,0,0,6,0,6,0,0,4,0,4,0,0,7.0,187023.0
2025,10,HYDERABAD,CHARMINAR,Gowlipura,1603027,Ambica nagar,2,0,1,1,0,43,8,1,31,3,36,7,2,26,1,3.0,137388.0
2025,10,JANGAON,JANGAON,Bachannapeta,2101168,Bachannapet -II,1,1,0,0,0,12,10,0,2,0,31,25,0,6,0,5.0,58007.0
2025,10,JANGAON,JANGAON,Bachannapeta,2101259,VSR Nagar,2,0,1,1,0,10,3,2,5,0,10,1,2,7,0,7.0,108596.0
2025,10,JANGAON,JANGAON,Lingampally,2101261,Salvapur-II,1,0,0,1,0,17,1,0,16,0,26,0,0,26,0,6.0,171101.0
2025,10,YADADRI-BHUVANGIRI,ALAIR (R),Bondugula,2301175,Parupally,6,2,0,4,0,32,5,1,24,2,19,5,1,12,1,3.0,138861.0
2025,10,YADADRI-BHUVANGIRI,ALAIR (R),Bondugula,2301177,Kurraram,2,0,0,2,0,13,2,0,11,0,12,1,0,10,1,3.0,136740.0
2025,10,HYDERABAD,CHARMINAR,Saidabad,1603127,Jawahar nagar,0,0,0,0,0,39,0,0,2,37,22,0,1,0,21,5.0,65524.0
2025,10,HYDERABAD,CHARMINAR,Saidabad,1603129,Madannapet,0,0,0,0,0,34,17,0,14,3,13,7,0,5,1,3.0,181149.0
2025,10,HYDERABAD,CHARMINAR,Saidabad,1603136,Vishnu nagar,3,3,0,0,0,78,17,37,9,15,24,7,8,3,6,3.0,175501.0
2025,10,RANGAREDDY,AMANGAL,Akuthotapally,1402020,Akuthotapally-I,0,0,0,0,0,12,9,0,3,0,8,6,1,0,1,7.0,70611.0
2025,10,SURYAPET,CHIVEMLA,Chivemla,2317053,Chivemla-I,12,11,0,1,0,50,39,1,9,1,38,29,0,9,0,5.0,198056.0
2025,10,SURYAPET,CHIVEMLA,Chivemla,2317060,Rajuthanda,0,0,0,0,0,20,1,14,1,4,11,0,9,1,1,7.0,64060.0
2025,10,SURYAPET,CHIVEMLA,Aipoor,2317251,Dacharam,2,0,0,2,0,11,0,0,10,1,9,0,0,7,2,7.0,93303.0
2025,10,SURYAPET,CHIVEMLA,Aipoor,2317253,R Tettikuntathanda,0,0,0,0,0,7,0,7,0,0,7,0,7,0,0,5.0,89711.0
2025,10,HYDERABAD,CHARMINAR,Bandlaguda,1603206,Salala,2,0,0,0,2,44,0,0,1,43,93,0,0,1,92,2.0,193026.0
2025,10,HYDERABAD,CHARMINAR,Bandlaguda,1603236,Salala-II,2,0,0,1,1,52,0,0,12,40,72,0,0,11,61,7.0,123340.0
2025,10,HYDERABAD,CHARMINAR,Hafeez bab,1603229,H.B.nagar-AI,3,0,0,0,3,65,1,0,0,64,30,0,2,0,28,6.0,152974.0
2025,10,RANGAREDDY,AMANGAL,Arkapally,1402113,Kashyagudam,2,0,0,2,0,10,0,0,9,1,10,0,1,9,0,6.0,199646.0
2025,10,JOGULAMBA-GADWAL,GADWAL(U),B C Colony,1405262,Dhoudhar pally-2,0,0,0,0,0,28,8,0,14,6,78,22,0,51,5,3.0,190256.0
2025,10,SANGAREDDY,NARAYANKHED,Kangti,1706088,Mukundha thanda - I,0,0,0,0,0,9,0,9,0,0,14,0,13,1,0,6.0,117728.0
2025,10,SANGAREDDY,NARAYANKHED,Kangti,1706386,DEGULWADI THANDA,1,0,1,0,0,17,0,17,0,0,16,0,16,0,0,3.0,61246.0
2025,10,YADADRI-BHUVANGIRI,BHUVANGIRI (R),Pochampally,2302111,Indiriyala-I,2,2,0,0,0,43,31,0,11,1,26,21,0,5,0,2.0,199453.0
2025,10,YADADRI-BHUVANGIRI,BHUVANGIRI (R),Pochampally,2302113,Markandeyanagar,0,0,0,0,0,8,0,0,6,2,25,0,0,21,4,5.0,177796.0
2025,10,YADADRI-BHUVANGIRI,BHUVANGIRI (R),Pochampally,2302118,Jagathpally-I,0,0,0,0,0,20,0,0,14,6,7,0,0,5,2,5.0,142263.0
2025,10,YADADRI-BHUVANGIRI,BHUVANGIRI (R),Pochampally,2302120,Indiriyala-II,1,0,0,1,0,12,2,0,9,1,20,1,0,19,0,5.0,185090.0
2025,10,KAMAREDDY,MADNOOR,Jukkal,1807053,Kande Balloor,8,3,0,4,1,37,15,0,17,5,26,9,0,15,2,6.0,61302.0
2025,10,KAMAREDDY,MADNOOR,Jukkal,1807123,Mylar,0,0,0,0,0,11,6,0,3,2,10,5,0,4,1,2.0,117506.0
2025,10,KAMAREDDY,MADNOOR,Jukkal,1807153,K Kallali Tanda,0,0,0,0,0,4,1,1,1,1,11,2,4,5,0,6.0,91157.0
2025,10,SANGAREDDY,NARAYANKHED,Thadkal,1706079,Jamgi K,4,2,0,2,0,24,5,1,15,3,33,9,0,20,4,6.0,104917.0
2025,10,SANGAREDDY,NARAYANKHED,Thadkal,1706086,Chapta - B -1,0,0,0,0,0,24,10,10,2,2,13,8,4,1,0,2.0,146646.0
2025,10,SANGAREDDY,NARAYANKHED,Thadkal,1706279,Thadkal - IV,5,0,0,3,2,37,0,3,20,14,37,1,0,29,7,2.0,133122.0
2025,10,YADADRI-BHUVANGIRI,BHUVANGIRI (R),Nanamdanam,2302018,Ghousenagar,2,0,0,2,0,16,1,0,13,2,28,2,0,23,3,2.0,74519.0
2025,10,YADADRI-BHUVANGIRI,BHUVANGIRI (R),Nanamdanam,2302020,Ramachandrapuram,0,0,0,0,0,9,1,0,8,0,13,3,0,8,2,2.0,130910.0
2025,10,SANGAREDDY,NARAYANKHED,Narayankhed,1706179,Nehrunagar (NKD),3,0,0,2,1,42,0,1,20,21,33,0,0,30,3,5.0,170430.0
2025,10,KAMAREDDY,MADNOOR,Pulkkal,1807130,Gunde Namli,6,0,0,5,1,31,1,0,26,4,36,1,0,31,4,4.0,121324.0
2025,10,MEDAK,RAMAYAMPET,Kukunoor,1708158,Yedhulapally,3,1,0,2,0,17,1,0,14,2,14,7,0,7,0,4.0,55408.0
2025,10,SANGAREDDY,NARAYANKHED,Thurkawadagam,1706379,HOBYA THANDA,0,0,0,0,0,5,0,5,0,0,11,0,11,0,0,2.0,109379.0
2025,10,HANMAKONDA,HANAMKONDA (U),Velair,2001158,Errabelly-3,3,0,2,1,0,14,0,8,6,0,9,0,7,2,0,4.0,75053.0
2025,10,HANMAKONDA,HANAMKONDA (U),Velair,2104123,Veleru-2,1,0,0,1,0,16,0,0,16,0,10,0,0,10,0,4.0,190518.0
2025,10,RANGAREDDY,IBRAHIMPATANAM,Ibrahimpatnam,1504012,Polakampally-2,3,0,0,3,0,26,2,0,23,1,32,0,0,25,7,2.0,181994.0
2025,10,RANGAREDDY,IBRAHIMPATANAM,Ibrahimpatnam,1504144,Manneguda,2,0,0,2,0,13,2,1,9,1,34,3,0,27,4,4.0,148723.0
2025,10,MEDAK,RAMAYAMPET,Chegunta,1708039,Rukmapur,5,1,0,4,0,24,3,0,21,0,51,11,1,39,0,6.0,101356.0
2025,10,KAMAREDDY,MADNOOR,Dongly,1807176,Vadi,0,0,0,0,0,11,9,1,1,0,11,7,0,4,0,3.0,60789.0
2025,10,RAJANNA-SIRICILLA,VEMULAWADA,Boinpalli,2016066,Boinpally-1,2,0,0,2,0,23,3,0,20,0,23,1,1,21,0,3.0,147720.0
2025,10,RAJANNA-SIRICILLA,VEMULAWADA,Boinpalli,2016080,Malkapur,6,3,0,3,0,23,4,0,19,0,10,3,0,7,0,2.0,116656.0
2025,10,MAHABUBNAGAR,MAHABUBNAGAR (R),Malkapur,1412228,Malkapur-3,1,0,0,1,0,27,2,0,23,2,18,4,0,12,2,5.0,94028.0
2025,10,MAHABUBNAGAR,MAHABUBNAGAR (R),Malkapur,1412428,Vardanpally Tanda,2,0,2,0,0,7,0,7,0,0,1,0,1,0,0,2.0,114484.0
2025,10,KAMAREDDY,MADNOOR,Jukkal,1807158,Ladegaon-2,4,0,0,4,0,21,6,0,14,1,30,14,0,16,0,5.0,82154.0
2025,10,SANGAREDDY,NARAYANKHED,Thadkal,1706249,Gandhinagar,4,1,0,1,2,25,10,0,14,1,35,18,0,16,1,3.0,52336.0
2025,10,MAHABUBNAGAR,MAHABUBNAGAR (R),Kakarlapad,1412360,Kondapur-2,0,0,0,0,0,29,4,0,25,0,17,1,0,16,0,2.0,153677.0
2025,10,SANGAREDDY,NARAYANKHED,Thadkal,1706381,JAMGI (B) THANDA,5,0,5,0,0,38,2,32,3,1,37,0,37,0,0,7.0,117779.0
2025,10,HANMAKONDA,HANAMKONDA (U),Darga,2106009,Rampeta,6,0,0,5,1,30,0,1,26,3,45,0,1,42,2,6.0,69029.0
2025,10,HANMAKONDA,HANAMKONDA (U),Darga,2106213,Battupalli,1,0,0,1,0,26,1,3,22,0,22,5,1,16,0,4.0,109201.0
2025,10,YADADRI-BHUVANGIRI,BHUVANGIRI (R),Julur,2302132,Dhothigudem,4,0,0,4,0,15,1,1,12,1,29,0,0,23,6,5.0,82265.0
2025,10,HANMAKONDA,HANAMKONDA (U),Raipura,2116138,Yadavanagar,1,0,0,1,0,19,1,2,16,0,34,4,3,27,0,7.0,152916.0
2025,10,MAHABUBABAD ,THORRUR,Mecharajupally,2109462,Mecharajapally BC-1,8,0,0,7,1,17,0,0,15,2,10,0,0,10,0,4.0,96197.0
2025,10,MAHABUBABAD ,THORRUR,Mecharajupally,2109464,Badavath Lakhpathi Thanda,0,0,0,0,0,24,0,24,0,0,14,0,14,0,0,4.0,175733.0
2025,10,KAMAREDDY,YELLAREDDY,Gandhari,1810174,Gurjaal Tanda-II,6,0,0,6,0,58,1,2,52,3,45,3,0,42,0,2.0,121907.0
2025,10,MAHABUBABAD ,MAHABUBABAD,Indira Nagar,2109011,Sakriya Thanda,3,0,3,0,0,13,0,13,0,0,19,1,17,0,1,4.0,178876.0
2025,10,MAHABUBABAD ,MAHABUBABAD,Indira Nagar,2109013,Somla Thanda,0,0,0,0,0,5,0,5,0,0,13,0,13,0,0,6.0,114435.0
2025,10,NIZAMABAD,BODHAN,Rakasipet,1804007,OWC Nagar,29,0,0,4,25,110,1,0,42,67,76,0,0,42,34,7.0,90631.0
2025,10,NIZAMABAD,BODHAN,Rakasipet,1804009,M A Nagar-2,15,0,0,1,14,110,0,1,20,89,103,0,1,23,79,4.0,179038.0
2025,10,SIDDIPET,SIDDIPET,Chinnakodur,1710151,SHELUKALAPALLY,1,0,0,1,0,5,2,0,3,0,9,6,0,1,2,2.0,70103.0
2025,10,SIDDIPET,SIDDIPET,Chinnakodur,1710153,KOCHAGUTTAPALLY,1,1,0,0,0,6,4,0,1,1,7,6,0,1,0,6.0,114772.0
2025,10,ADILABAD,JAINAD,Bela,1901207,KHOGDUR-I,6,1,2,3,0,20,3,3,14,0,29,7,4,17,1,3.0,176108.0
2025,10,ADILABAD,JAINAD,Bela,1901209,Mangrud,0,0,0,0,0,13,1,1,10,1,34,3,10,12,9,7.0,64382.0
2025,10,MAHABUBABAD ,MAHABUBABAD,Alli Gudem,2211157,Isukamedi,1,0,1,0,0,5,0,5,0,0,17,0,17,0,0,4.0,134291.0
2025,10,KAMAREDDY,YELLAREDDY,Ylr_Mathamal,1810176,Moulankhed,2,0,0,2,0,10,1,0,9,0,7,2,0,5,0,2.0,151195.0
2025,10,KAMAREDDY,YELLAREDDY,Ylr_Mathamal,1810023,Rudraram-II,9,0,0,9,0,19,0,0,19,0,18,0,2,14,2,3.0,184828.0
2025,10,KAMAREDDY,YELLAREDDY,Ylr_Mathamal,1810025,Meesanpally,6,1,0,5,0,26,6,0,20,0,12,3,0,9,0,3.0,70609.0
2025,10,KAMAREDDY,YELLAREDDY,Ylr_Mathamal,1810225,Ramulunayak Tanda,0,0,0,0,0,5,0,5,0,0,9,0,9,0,0,5.0,197550.0
2025,10,ADILABAD,JAINAD,Mediguda,1901258,Kamta,0,0,0,0,0,15,4,1,5,5,19,8,2,8,1,6.0,125683.0
2025,10,NIZAMABAD,BODHAN,Shakar Nagar,1804309,Shakkarnagar Railway Station,8,2,0,6,0,46,7,1,34,4,47,3,1,33,10,4.0,174714.0
2025,10,NAGARKURNOOL,ACHAMPETA (R) ,Udimilla,1401111,Ganugapenta,1,0,1,0,0,8,0,8,0,0,24,0,24,0,0,2.0,180330.0
2025,10,MULUGU,ETURUNAGARAM (T),AKULAVARI GHANPUR,2103003,Besthawada - I,5,0,0,5,0,17,0,0,15,2,27,0,0,27,0,5.0,121315.0
2025,10,HANMAKONDA,HANAMKONDA (U),Velair,2001038,Errabelly-2,8,3,0,5,0,13,3,0,10,0,27,12,0,14,1,6.0,127834.0
2025,10,MULUGU,ETURUNAGARAM (T),AKULAVARI GHANPUR,2103068,Ramannagudem - II,5,0,2,3,0,22,0,4,17,1,20,0,1,19,0,5.0,176205.0
2025,10,RAJANNA-SIRICILLA,VEMULAWADA,Nampalli,2016214,CHEERLAVANCHA R&R Colony-4,0,0,0,0,0,36,31,0,5,0,20,12,1,7,0,7.0,64153.0
2025,10,HANMAKONDA,HANAMKONDA (U),Raipura,2114035,Kakatiya Cly,5,0,0,5,0,19,0,0,19,0,25,3,0,22,0,6.0,126325.0
2025,10,NALGONDA,DEVARAKONDA,MUDIGONDA,2304019,Parshya Thanda,0,0,0,0,0,7,0,7,0,0,10,0,10,0,0,6.0,194071.0
2025,10,RANGAREDDY,IBRAHIMPATANAM,Ibrahimpatnam,1504013,Rayapole-1,0,0,0,0,0,20,0,0,11,9,45,9,6,27,3,4.0,105318.0
2025,10,SANGAREDDY,NARAYANKHED,Kangti,1706266,Kangti - V,1,1,0,0,0,33,29,2,1,1,20,20,0,0,0,6.0,181886.0
2025,10,MEDAK,RAMAYAMPET,Chegunta,1708038,Reddypally,5,1,0,4,0,22,7,0,15,0,38,4,0,33,1,5.0,165033.0
2025,10,MEDAK,RAMAYAMPET,Gavvalapally,1708052,Kajapur,1,0,0,0,1,11,7,0,2,2,15,7,0,5,3,6.0,126077.0
2025,10,SANGAREDDY,NARAYANKHED,Erakpally,1706366,BHEEMLA THANDA,0,0,0,0,0,7,0,7,0,0,13,0,13,0,0,4.0,140474.0
2025,10,HANMAKONDA,HANAMKONDA (U),Somidi,2116107,Somidi (Old H Wada),8,1,0,6,1,23,1,4,17,1,33,5,6,20,2,4.0,183515.0
2025,10,MEDAK,RAMAYAMPET,Akkannapet,1708187,Laxmapur II,8,1,0,7,0,19,0,0,19,0,12,0,0,12,0,7.0,123319.0
2025,10,HANMAKONDA,HANAMKONDA (U),Dharmasagar,2104089,Rapakapalli-2,7,0,0,7,0,9,0,0,9,0,13,0,0,13,0,5.0,175885.0
2025,10,RAJANNA-SIRICILLA,VEMULAWADA,Boinpalli,2016100,Desaipally,1,1,0,0,0,19,10,0,4,5,19,10,0,7,2,3.0,159777.0
2025,10,SANGAREDDY,NARAYANKHED,Thadkal,1706080,Banswada,3,2,0,1,0,23,13,0,8,2,19,10,0,7,2,3.0,67368.0
2025,10,MAHABUBNAGAR,MAHABUBNAGAR (R),Kodur,1407178,IPPALAPALLY-2,2,0,0,2,0,18,3,1,11,3,8,3,0,4,1,6.0,196400.0
2025,10,JANGAON,KODAKANDLA,Kodakandla,2108048,Rangapuram-II,1,1,0,0,0,4,3,1,0,0,21,18,1,2,0,7.0,141751.0
