Reporting Year,Reporting Month,D_Name,Proj_Name,Sec_NAme,AWC_ID,AWc_Name,Tot_Children_0to6M,Tot_Children_SC_0to6M,Tot_Children_ST_0to6M,Tot_Children_BC_0to6M,Tot_Children_OC_0to6M,Tot_Children_7Mto3Y,Tot_Children_SC_7Mto3Y,Tot_Children_ST_7Mto3Y,Tot_Children_BC_7Mto3Y,Tot_Children_OC_7Mto3Y,Tot_Children_3Yto6Y,Tot_Children_SC_3Yto6Y,Tot_Children_ST_3Yto6Y,Tot_Children_BC_3Yto6Y,Tot_Children_OC_3Yto6Y,Staff_Count,Budget
2025,10,VIKARABAD,TANDUR,Peddemul,1510051,PEDDEMUL I,14,0,0,11,3,57,0,0,44,13,31,0,0,29,2,3.0,121031.0
2025,10,NALGONDA,MIRYALAGUDA (U),ANNARAM,2307069,Walya Thanda,1,0,1,0,0,8,0,8,0,0,8,0,8,0,0,2.0,92668.0
2025,10,NAGARKURNOOL,KOLLAPUR,Sathapur,1417199,Tirunampally,2,1,0,1,0,20,0,5,15,0,22,0,5,16,1,5.0,194745.0
2025,10,NALGONDA,MIRYALAGUDA (U),CHILLAPURAM,2307035,Thungapadu-1,1,0,0,1,0,19,6,0,11,2,19,13,0,6,0,4.0,138204.0
2025,10,HANMAKONDA,PARKAL,Damera,2106104,Damera,10,0,0,10,0,23,0,1,22,0,22,1,0,21,0,3.0,190507.0
2025,10,NAGARKURNOOL,KOLLAPUR,Peddakothhapally,1417165,Devuni Thirumalapur-III,1,0,0,1,0,27,0,0,27,0,17,0,0,17,0,2.0,87384.0
2025,10,HANMAKONDA,PARKAL,Pathipaka,2113171,Koppula - IV,0,0,0,0,0,8,0,0,7,1,6,3,2,1,0,6.0,131929.0
2025,10,KAMAREDDY,DOMAKONDA,Machareddy,1805246,Yellagutta (T),2,0,0,1,1,10,0,0,9,1,23,0,0,23,0,7.0,177959.0
2025,10,YADADRI-BHUVANGIRI,RAMANNAPET (R),Valigonda,2315059,Valigonda - 5,5,0,0,2,3,22,0,1,20,1,29,5,0,15,9,5.0,126153.0
2025,10,NAGARKURNOOL,KOLLAPUR,Kollapur,1410077,Kollapur-XI,0,0,0,0,0,11,1,1,8,1,15,0,2,13,0,3.0,125388.0
2025,10,NAGARKURNOOL,KOLLAPUR,Singotam,1410213,Singotam - 2,1,0,0,1,0,27,4,1,18,4,13,2,0,10,1,3.0,81401.0
2025,10,NARAYANPET,MAKTHAL,Karni,1414025,Khanapur-I,11,0,0,11,0,62,0,0,61,1,44,0,0,41,3,4.0,169503.0
2025,10,BHADRADRI-KOTHAGUDEM,BURGAMPAHAD (T) ,musallamadugu,2203034,Singaram,0,0,0,0,0,12,0,12,0,0,19,0,19,0,0,4.0,177834.0
2025,10,BHADRADRI-KOTHAGUDEM,BURGAMPAHAD (T) ,musallamadugu,2203234,Basavappa Camp,7,1,2,2,2,34,3,5,15,11,22,2,4,12,4,6.0,84084.0
2025,10,BHADRADRI-KOTHAGUDEM,BURGAMPAHAD (T) ,musallamadugu,2203336,Urladosapalli	 ,2,0,2,0,0,16,0,16,0,0,15,0,15,0,0,7.0,160641.0
2025,10,MEDCHAL - MALKAJIGIRI,MEDCHAL,Dundigal,1507079,Dulapally - II,3,0,0,3,0,82,9,4,63,6,83,6,5,63,9,6.0,155111.0
2025,10,KHAMMAM,SATTUPALLI,Gangaram,2219031,BETHUPALLY3,0,0,0,0,0,11,1,0,8,2,5,0,0,4,1,2.0,188299.0
2025,10,SIDDIPET,HUSNABAD,KOHEDA,2003137,Chandranyaktanda,1,0,1,0,0,14,0,14,0,0,19,0,19,0,0,2.0,86041.0
2025,10,HYDERABAD,NAMPALLY,BAHADURPURA II,1603207,Fatima nagar,9,0,0,0,9,55,0,0,5,50,38,0,0,27,11,6.0,138920.0
2025,10,KARIMNAGAR,HUZURABAD,Kandugula,2004039,Pothireddypet-2,3,2,0,1,0,24,12,0,10,2,18,5,0,12,1,,
2025,10,MEDCHAL - MALKAJIGIRI,MEDCHAL,Aliyabad,1507130,Potharam,2,0,0,2,0,8,3,0,4,1,19,5,0,6,8,,
2025,10,RANGAREDDY,SERILINGAMPALLY (U),Mailerdevpally,1509151,"Pa,DMashalipuram-1",6,0,1,2,3,68,6,3,36,23,41,2,1,18,20,,
2025,10,RANGAREDDY,SERILINGAMPALLY (U),Mailerdevpally,1509219,Nathaji nagar,10,0,0,4,6,47,2,2,34,9,34,6,1,20,7,,
2025,10,MEDAK,MEDAK,Machavaram,1704270,Peroor - III,0,0,0,0,0,2,0,0,2,0,7,0,0,7,0,,
2025,10,HYDERABAD,NAMPALLY,HIMAYATNAGAR,1605028,Adarsh Basthi,1,0,0,1,0,34,3,0,12,19,37,10,1,19,7,,
2025,10,HYDERABAD,NAMPALLY,HIMAYATNAGAR,1605147,ACHAIAH NAGAR-II,1,0,0,1,0,46,7,2,26,11,33,11,1,17,4,,
2025,10,RANGAREDDY,SERILINGAMPALLY (U),Budvel,1509002,Budvel-2,12,6,1,5,0,115,24,22,43,26,45,7,16,16,6,,
2025,10,BHADRADRI-KOTHAGUDEM,BURGAMPAHAD (T) ,kalyanapuram,2203136,Gopalapuram-1,1,0,0,1,0,11,0,2,2,7,8,0,2,4,2,,
2025,10,MEDAK,MEDAK,Nagarapanchayiti-II,1704002,Sanjeevaiah Colony - I,3,1,0,2,0,17,3,0,14,0,17,4,0,13,0,,
2025,10,MEDAK,MEDAK,Nagarapanchayiti-II,1704019,Riksha Colony -I,0,0,0,0,0,2,1,0,1,0,10,1,0,9,0,,
2025,10,SIDDIPET,DUBBAK,Venkatraopet,1701111,Banjarpally,2,0,0,2,0,11,4,0,7,0,14,7,0,7,0,,
2025,10,MAHABUBABAD ,GUDUR,Pegadapalli,2105219,Ankhannagudem,1,0,1,0,0,1,0,1,0,0,2,0,2,0,0,,
2025,10,HANMAKONDA,BHEEMADEVARA PALLY,Bheemaram,2106304,Nirupnagar,2,0,1,1,0,21,0,13,8,0,18,3,10,5,0,,
2025,10,NIZAMABAD,ARMOOR,Donkeshwar,1801051,Nikalpoor-1,8,2,1,4,1,32,4,0,20,8,33,8,2,19,4,,
2025,10,MEDAK,ALLADURG,Alladurg,1703132,Neelakantapally,1,0,0,1,0,7,0,0,7,0,8,0,0,8,0,,
2025,10,NIZAMABAD,ARMOOR,Pipri,1801132,Fathepoor-2,11,4,1,3,3,45,7,1,24,13,43,8,6,25,4,,
2025,10,MEDAK,ALLADURG,Tekmal,1704183,Gollaguden,2,0,0,2,0,30,0,0,29,1,27,0,0,27,0,,
2025,10,BHADRADRI-KOTHAGUDEM,ASWARAOPET (T),Jammigudem,2201015,P Naramavarigudem,0,0,0,0,0,19,0,1,17,1,16,0,0,14,2,,
2025,10,RAJANNA-SIRICILLA,SIRICILLA,Gudem,2014184,GUDURU,2,2,0,0,0,38,18,0,20,0,25,12,1,10,2,,
2025,10,WARANGAL,NARSAMPET,REDLAWADA,2112137,Gugulothutarya Thanda,6,0,6,0,0,23,0,23,0,0,13,0,13,0,0,,
2025,10,KARIMNAGAR,GANGADHARA,Gangadhara,2002003,Pathikuntapally,5,4,0,1,0,29,10,0,19,0,35,12,0,23,0,,
2025,10,KARIMNAGAR,GANGADHARA,Gangadhara,2002050,Marrigadda,2,0,0,2,0,15,0,0,15,0,10,0,0,10,0,,
2025,10,WARANGAL,NARSAMPET,NALLABELLY,2112252,Kannaraopet - I,1,0,0,0,1,15,1,3,4,7,15,1,3,4,7,,
2025,10,MEDAK,ALLADURG,Regode,1703234,SINDOLE-1,8,0,0,8,0,13,0,0,11,2,19,0,0,13,6,,
2025,10,WARANGAL,NARSAMPET,DEEKSHAKUNTA,2112171,Mudigonda,1,0,0,1,0,21,7,1,13,0,11,8,0,3,0,,
2025,10,SANGAREDDY,JOGIPET,Vatpally,1703098,Gouthapur,2,2,0,0,0,10,1,1,2,6,28,7,0,4,17,,
2025,10,SANGAREDDY,JOGIPET,Hathnoora,1705221,Kasala-III,8,5,0,3,0,38,23,0,14,1,21,13,0,8,0,,
2025,10,MAHABUBABAD ,DORNAKAL,Dornakal,2118004,Brahmanakunta,1,0,0,1,0,13,8,3,2,0,7,2,1,4,0,,
2025,10,MAHABUBABAD ,DORNAKAL,Dornakal,2118017,S C B C colony,4,1,1,1,1,7,2,3,2,0,10,6,2,2,0,,
2025,10,NARAYANPET,MADDUR,KYETHANPALLY,1411197,Annasagar I,6,0,0,5,1,24,0,1,22,1,15,0,1,12,2,,
2025,10,HYDERABAD,SECUNDERABAD,ADDAGUTTA,1602023,Ambedkar Nagar-II,1,0,0,0,1,44,25,0,8,11,35,23,0,8,4,,
2025,10,MEDCHAL - MALKAJIGIRI,ALWAL,Uppal,1501160,Sairamcolony,2,0,0,2,0,86,12,6,47,21,39,8,4,21,6,,
2025,10,NAGARKURNOOL,ACHAMPETA (R) ,Inole,1401037,Inolethanda,1,0,1,0,0,18,0,18,0,0,12,0,11,1,0,,
2025,10,NAGARKURNOOL,ACHAMPETA (R) ,Inole,1401071,Kanyathanda,3,0,3,0,0,16,0,16,0,0,11,0,11,0,0,,
2025,10,SURYAPET,CHIVEMLA,Mothey,2317113,Mamillagudem,5,3,1,1,0,30,10,3,10,7,10,2,1,7,0,,
2025,10,VIKARABAD,KODANGAL,RUdraram,1409059,PATIMIDIPALLY,3,1,0,2,0,17,8,0,8,1,17,10,0,7,0,,
2025,10,VIKARABAD,KODANGAL,RUdraram,1409061,NASARAM,0,0,0,0,0,25,15,1,7,2,19,10,0,7,2,,
2025,10,JANGAON,JANGAON,Bachannapeta,2101172,Bachannapet -VI,1,0,0,1,0,13,0,1,10,2,30,0,0,25,5,,
2025,10,JANGAON,JANGAON,Bachannapeta,2101206,Chinnaramcherla - II,1,0,0,1,0,12,0,0,9,3,18,0,1,9,8,,
2025,10,RANGAREDDY,AMANGAL,Amangal,1402007,Amangal-VII,3,0,1,2,0,30,3,5,22,0,29,3,2,22,2,,
2025,10,MEDCHAL - MALKAJIGIRI,ALWAL,Korremula,1503166,Esmailkhan Guda,3,0,0,3,0,70,5,7,53,5,53,5,2,41,5,,
2025,10,RANGAREDDY,AMANGAL,Amangal,1402224,Samai pally thanda,0,0,0,0,0,5,0,5,0,0,7,0,7,0,0,,
2025,10,HYDERABAD,CHARMINAR,Gowlipura,1603025,Bharatnagar sangam,0,0,0,0,0,23,4,1,17,1,35,5,1,29,0,,
2025,10,MEDCHAL - MALKAJIGIRI,ALWAL,Alwal,1501030,Bharathnagar(Alwal),2,0,0,1,1,49,25,2,16,6,46,25,2,15,4,,
2025,10,KHAMMAM,KALLUR,Peruvancha,2204022,Peruvancha-1,4,3,0,0,1,13,9,0,3,1,6,4,0,1,1,,
2025,10,JANGAON,JANGAON,Jangaon (U),2107007,Gundlagadda,5,0,0,3,2,39,2,0,32,5,33,2,0,30,1,,
2025,10,JOGULAMBA-GADWAL,GADWAL(U),Gonpad,1406102,Setty Atmakur-II,5,0,0,5,0,20,0,0,20,0,17,0,0,16,1,,
2025,10,NALGONDA,MIRYALAGUDA (U),ALLAGADAPA,2307059,Kothagudem-1,0,0,0,0,0,7,1,1,3,2,10,5,1,2,2,,
2025,10,HANMAKONDA,PARKAL,Pathipaka,2113168,Koppula - I,0,0,0,0,0,7,0,0,6,1,18,0,0,16,2,,
2025,10,NALGONDA,MIRYALAGUDA (U),ALLAGADAPA,2307223,Balaji Thanda,0,0,0,0,0,1,0,1,0,0,2,0,2,0,0,,
2025,10,NAGARKURNOOL,KOLLAPUR,Kollapur,1410067,Kollapur-III,1,1,0,0,0,10,4,1,4,1,17,10,1,6,0,,
2025,10,NAGARKURNOOL,KOLLAPUR,Kollapur,1410074,Kollapur-VIII,0,0,0,0,0,26,0,0,26,0,18,2,1,13,2,,
2025,10,JANGAON,KODAKANDLA,Eeravennu,2108081,Ayyangarpally,2,0,0,2,0,14,0,1,13,0,7,0,0,7,0,,
2025,10,JANGAON,KODAKANDLA,Eeravennu,2108188,Narsingapuram Thanda,3,0,3,0,0,19,1,16,0,2,12,0,11,1,0,,
2025,10,HANMAKONDA,PARKAL,Damera,2106107,Damera IV,3,3,0,0,0,20,10,0,10,0,23,13,0,10,0,,
2025,10,HANMAKONDA,PARKAL,Damera,2106109,Ladella I,1,0,0,1,0,14,6,0,8,0,18,8,0,9,1,,
2025,10,HANMAKONDA,PARKAL,Damera,2106114,Pulukurthi,2,1,0,1,0,15,0,0,14,1,24,1,0,22,1,,
2025,10,NAGARKURNOOL,KOLLAPUR,Peddakothhapally,1417162,Jonnalaboguda tanda,1,0,1,0,0,7,0,7,0,0,11,0,11,0,0,,
2025,10,YADADRI-BHUVANGIRI,RAMANNAPET (R),Puttapaka,2310133,Kurmagudem,0,0,0,0,0,19,0,1,18,0,16,2,0,13,1,,
2025,10,YADADRI-BHUVANGIRI,RAMANNAPET (R),Puttapaka,2310233,Kopulathanda,0,0,0,0,0,2,0,2,0,0,6,0,6,0,0,,
2025,10,YADADRI-BHUVANGIRI,RAMANNAPET (R),Ramannapeta,2315020,Siripuram - 3,6,0,0,5,1,21,0,0,19,2,8,0,0,8,0,,
2025,10,NARAYANPET,MAKTHAL,Marikal,1414211,Marikal-1,3,0,1,1,1,29,2,1,21,5,13,0,1,8,4,,
2025,10,NARAYANPET,MAKTHAL,Marikal,1414213,Marikal-3,11,1,0,6,4,36,4,4,21,7,18,4,0,12,2,,
2025,10,NARAYANPET,MAKTHAL,Marikal,1414218,Marikal-8,2,0,0,1,1,29,1,0,20,8,16,0,0,6,10,,
2025,10,YADADRI-BHUVANGIRI,RAMANNAPET (R),Sarvel,2310131,Kankanalagudem,1,0,0,0,1,18,3,1,10,4,11,1,3,6,1,,
2025,10,YADADRI-BHUVANGIRI,BHUVANGIRI (R),Bollepally,2302038,Bollepally,0,0,0,0,0,6,0,0,5,1,7,0,0,7,0,,
2025,10,YADADRI-BHUVANGIRI,BHUVANGIRI (R),Bollepally,2302042,Kurmagudem-B,0,0,0,0,0,8,1,1,5,1,9,0,0,7,2,,
2025,10,KARIMNAGAR,KARIMNAGAR (R ),Manakondur,2006077,Vegurupally-2,2,0,0,1,1,24,6,0,14,4,24,5,0,14,5,,
2025,10,SIDDIPET,GAJWEL,Rayapole,1702211,PeddaArepally-II,0,0,0,0,0,17,2,0,13,2,23,1,0,20,2,,
2025,10,JOGULAMBA-GADWAL,MANOPADU,Waddepally,1416227,Shanthinagar III,0,0,0,0,0,30,4,0,18,8,23,6,3,10,4,,
2025,10,SURYAPET,TUNGATURTI,Thimmapuram,2318086,Velpucherla,2,0,0,2,0,12,2,0,10,0,4,0,0,4,0,,
2025,10,HYDERABAD,SECUNDERABAD,RAM NAGAR,1602122,Medi Bai Basthi,5,1,0,1,3,69,23,0,31,15,34,15,0,7,12,,
2025,10,HYDERABAD,SECUNDERABAD,RAM NAGAR,1602173,Lalitha Nagar,1,1,0,0,0,58,14,4,39,1,38,6,0,32,0,,
2025,10,MEDCHAL - MALKAJIGIRI,QUTHBULLAPUR,Hasmathpet,1513112,Anjanager-II,4,0,0,2,2,87,1,0,60,26,75,6,0,49,20,,
2025,10,JOGULAMBA-GADWAL,MANOPADU,Linganvai,1416061,Bhimavaram-II,5,5,0,0,0,19,17,0,0,2,17,15,0,0,2,,
2025,10,SURYAPET,TUNGATURTI,Nagaram,2318069,Peraboinagudem,2,0,0,2,0,12,2,0,9,1,13,3,0,9,1,,
2025,10,MEDCHAL - MALKAJIGIRI,QUTHBULLAPUR,125 Gajularamaram,1512010,Umadevi Nagar - I,9,0,0,8,1,66,11,1,38,16,46,7,0,30,9,,
2025,10,KARIMNAGAR,KARIMNAGAR (R ),Chigurumamidi,2003103,Kondapur-I,10,0,0,10,0,36,2,2,31,1,31,8,0,21,2,,
2025,10,MEDCHAL - MALKAJIGIRI,QUTHBULLAPUR,125 Gajularamaram,1512040,Lenin Nagar-I,12,2,1,7,2,56,8,1,43,4,52,9,0,41,2,,
2025,10,MEDCHAL - MALKAJIGIRI,QUTHBULLAPUR,132 Jeedimetla,1512159,Sri Krishna Nagar,4,1,0,2,1,65,3,0,56,6,69,1,2,59,7,,
2025,10,MEDAK,NARSAPUR,Faizabad,1705338,Bathu (ST),0,0,0,0,0,15,0,15,0,0,10,0,10,0,0,,
2025,10,MEDAK,NARSAPUR,Faizabad,1705036,Chandur-I,9,0,0,9,0,16,1,0,15,0,25,3,0,22,0,,
2025,10,SURYAPET,TUNGATURTI,Jalalpuram,2318167,Jethya Thanda,0,0,0,0,0,7,0,7,0,0,6,0,6,0,0,,
2025,10,KUMARAMBHEEM-ASIFABAD,KAGAZNAGAR (U),Balaji Nagar,1907039,Kapuwada - 1,2,0,0,2,0,27,2,0,25,0,15,2,0,11,2,,
2025,10,KUMARAMBHEEM-ASIFABAD,KAGAZNAGAR (U),Balaji Nagar,1907107,Sriramnagar,2,1,0,1,0,7,2,0,4,1,14,3,0,10,1,,
2025,10,MAHABUBABAD ,THORRUR,Mecharajupally,2109480,Ramanna Gudem SC-2,2,1,0,1,0,7,4,1,2,0,5,3,0,2,0,,
2025,10,SIDDIPET,SIDDIPET,Ponnala,1710320,THADKA PALLY-III,3,0,0,3,0,22,0,1,19,2,42,0,0,40,2,,
2025,10,MAHABUBABAD ,MAHABUBABAD,Indira Nagar,2109046,Yadava Nagar,0,0,0,0,0,19,1,2,16,0,29,0,3,24,2,,
2025,10,KAMAREDDY,YELLAREDDY,Yellareddy,1810009,Yellareddy - IX,9,0,0,9,0,40,0,0,36,4,44,0,0,26,18,,
2025,10,MAHABUBABAD ,MAHABUBABAD,Uppalapadu,2211373,Cheenyathanda,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,,
2025,10,JAGITYAL,MALLIAL,Ibrahimnagar,2009204,Venugumatla-2,7,0,0,7,0,17,0,0,17,0,20,0,0,18,2,,
2025,10,SIDDIPET,SIDDIPET,Chinnakodur,1710116,GANGAPUR-II,1,0,0,1,0,13,5,0,8,0,17,6,3,8,0,,
2025,10,ADILABAD,JAINAD,Bela,1901125,DEGAOM-I,4,0,0,3,1,27,1,6,19,1,26,1,3,18,4,,
2025,10,BHADRADRI-KOTHAGUDEM,CHANDRUGONDA,CHANDRUGONDA,2220031,Chandrugonda-2,8,0,0,5,3,20,2,0,11,7,23,0,1,16,6,,
2025,10,KAMAREDDY,YELLAREDDY,Nagireddypet,1810060,Chinoor,1,0,0,1,0,24,4,2,18,0,21,7,1,13,0,,
2025,10,ADILABAD,JAINAD,Sirsanna,1901223,Bedoda,0,0,0,0,0,16,0,0,15,1,30,2,1,24,3,,
2025,10,NIZAMABAD,BODHAN,Achanpally,1804074,Longdapoor,3,3,0,0,0,30,21,0,9,0,22,12,0,9,1,,
2025,10,ADILABAD,JAINAD,Mediguda,1901274,Maruguda,1,0,0,1,0,8,2,1,4,1,16,0,6,10,0,,
2025,10,ADILABAD,JAINAD,Mediguda,1901325,Mediguda-R-III,4,1,3,0,0,16,0,5,4,7,17,0,6,6,5,,
2025,10,KAMAREDDY,YELLAREDDY,Gdr_Neral,1810141,Neral,5,1,0,4,0,21,4,0,15,2,22,3,0,15,4,,
2025,10,KAMAREDDY,YELLAREDDY,Gdr_Neral,1810209,Bheermal Tanda,14,0,2,12,0,51,1,6,44,0,48,0,2,46,0,,
2025,10,SANGAREDDY,ZAHEERABAD,Gangwar,1711264,Metalkunta-III,9,9,0,0,0,28,28,0,0,0,29,28,0,1,0,,
2025,10,NIZAMABAD,NIZAMABAD (U),Vinayak Nagar,1808077,Kasab Gally,1,0,0,1,0,14,0,0,6,8,50,2,0,27,21,,
2025,10,NIZAMABAD,NIZAMABAD (U),Vinayak Nagar,1808078,Narsagoud veedhi,1,0,0,1,0,30,1,2,21,6,35,2,0,29,4,,
2025,10,SANGAREDDY,ZAHEERABAD,Jharasanga,1711178,Jharasangam - III,1,1,0,0,0,11,11,0,0,0,20,20,0,0,0,,
2025,10,PEDDAPALLI,RAMAGUNDAM (U),Anthargam,2012052,AKINAPALLY,0,0,0,0,0,24,4,0,19,1,16,5,0,11,0,,
2025,10,MANCHERIAL,LUXETTIPET,GUDEM,1909272,Patha Mamidipally-II,2,0,0,2,0,10,1,2,6,1,11,2,1,8,0,,
2025,10,NIZAMABAD,NIZAMABAD (U),Nyalkal,1809013,Kulaspoor-3,1,0,0,1,0,19,0,0,19,0,52,3,1,48,0,,
2025,10,NIZAMABAD,NIZAMABAD (U),Nyalkal,1809014,Kanjar-1,5,0,0,4,1,28,1,0,26,1,51,0,0,49,2,,
2025,10,MANCHERIAL,LUXETTIPET,GUDEM,1909021,Laxmikanthapur,2,0,0,2,0,13,0,0,12,1,14,0,0,14,0,,
2025,10,MANCHERIAL,LUXETTIPET,GUDEM,1909022,Bikkaniguda,2,0,1,1,0,10,3,4,3,0,7,3,3,1,0,,
2025,10,JAYASHANKAR-BHUPALAPALLI,MAHADEVPUR,GANGARAM,2008093,Raghupally,3,3,0,0,0,13,13,0,0,0,8,5,2,1,0,,
2025,10,JAYASHANKAR-BHUPALAPALLI,MAHADEVPUR,GANGARAM,2008094,Jadaraopeta,5,2,2,0,1,22,4,12,6,0,19,6,8,5,0,,
2025,10,MULUGU,TADVAI,PASRA,2111074,Ghandhinagar,5,0,1,4,0,9,0,3,6,0,9,0,3,6,0,,
2025,10,SANGAREDDY,ZAHEERABAD,Kohir,1711113,Jangirwada,1,0,0,0,1,51,0,0,0,51,54,0,0,2,52,,
2025,10,SANGAREDDY,ZAHEERABAD,Kohir,1711128,Sajjapur-I,3,0,0,2,1,19,0,2,14,3,18,0,0,9,9,,
2025,10,SANGAREDDY,ZAHEERABAD,Nyalkal,1711278,Chanagapally,0,0,0,0,0,36,8,0,16,12,18,4,0,13,1,,
2025,10,PEDDAPALLI,RAMAGUNDAM (U),Rammandir,2013074,Myadaribasti-3,8,1,1,5,1,20,1,0,16,3,40,1,0,36,3,,
2025,10,PEDDAPALLI,RAMAGUNDAM (U),Alluru,2013124,Aloor,4,1,0,3,0,45,20,2,20,3,36,14,0,20,2,,
2025,10,NARAYANPET,MAKTHAL,Karni,1414038,Bangawanpally,3,0,0,3,0,14,0,0,14,0,25,0,0,25,0,,
2025,10,KAMAREDDY,DOMAKONDA,Palwancha,1805110,Bhavanipet-2,3,1,0,2,0,28,9,1,18,0,52,11,6,33,2,,
2025,10,NARAYANPET,MAKTHAL,Marikal,1403091,Eklaspur,0,0,0,0,0,20,1,0,17,2,26,0,0,24,2,,
2025,10,WARANGAL,WARANGAL(U),Laxminagar,2116047,Laxminagar- I,5,0,0,5,0,26,0,0,22,4,25,0,0,24,1,,
2025,10,NALGONDA,KONDAMALLEPALLY,Chennaram,2304329,PATHYA THANDA,0,0,0,0,0,1,0,1,0,0,4,0,4,0,0,,
2025,10,NAGARKURNOOL,NAGARKURNOOL,Ithole,1404129,Antharam - I ,0,0,0,0,0,5,0,0,5,0,18,0,0,18,0,,
2025,10,WARANGAL,WARDHANNAPETA,Kapulakaparthi,2115294,Puttan Thanda,0,0,0,0,0,4,0,4,0,0,5,0,5,0,0,,
2025,10,WARANGAL,WARANGAL(U),Mamnooru,2114107,Giriprasad nagar,2,1,0,1,0,24,9,4,11,0,81,31,6,43,1,,
2025,10,WARANGAL,WARANGAL(U),Mamnooru,2115111,Gadepalli-I,0,0,0,0,0,29,17,0,12,0,32,9,0,20,3,,
2025,10,WARANGAL,WARANGAL(U),Kothawada,2116081,Shanthinagar Matwada-II,2,0,0,2,0,16,0,0,16,0,33,0,0,32,1,,
2025,10,NAGARKURNOOL,NAGARKURNOOL,Manganoor,1404014,Manganoor - II,4,0,0,1,3,18,2,0,9,7,19,2,1,12,4,,
2025,10,YADADRI-BHUVANGIRI,MOTHKUR (R),Addagudur,2309043,Kotamarthy-3,5,3,0,1,1,13,9,0,3,1,15,10,0,5,0,,
2025,10,MAHABUBNAGAR,MAHBUBNAGAR (U),Ramaiahbowli,1413055,Hanmanpura   II,8,1,0,0,7,31,5,0,13,13,17,0,0,11,6,,
2025,10,RANGAREDDY,HAYATHNAGAR,Thurkayamjal,1503065,Kurmal guda,0,0,0,0,0,44,6,7,28,3,55,9,10,26,10,,
2025,10,RANGAREDDY,HAYATHNAGAR,Thurkayamjal,1503052,Pedda Amberpet - IV,6,0,0,4,2,105,7,6,70,22,35,2,1,29,3,,
2025,10,VIKARABAD,PARGI,Doma,1508281,KeshilammaTanda,1,1,0,0,0,9,1,7,1,0,7,0,7,0,0,,
2025,10,VIKARABAD,PARGI,Doma,1508213,Oot pally Tanda ,2,0,2,0,0,18,1,17,0,0,12,0,12,0,0,,
2025,10,NALGONDA,KONDAMALLEPALLY,Palvai,2303210,Gaseeramthanda-1,2,0,2,0,0,16,0,16,0,0,11,0,11,0,0,,
2025,10,YADADRI-BHUVANGIRI,ALAIR (R),Madhapoor,2301198,Devoji Thanda,1,0,1,0,0,9,0,9,0,0,4,0,4,0,0,,
2025,10,HYDERABAD,CHARMINAR,Yakutpura,2205284,Dabirpura,0,0,0,0,0,47,0,0,0,47,54,0,0,0,54,,
2025,10,HYDERABAD,CHARMINAR,Hafeez bab,1603050,H.B. nagar -1,1,0,0,0,1,57,0,0,0,57,25,0,0,0,25,,
2025,10,NIZAMABAD,DICHPALLY,Ramadugu,1809182,Dhamanpet,4,3,0,1,0,60,17,1,41,1,62,18,0,44,0,,
2025,10,NIZAMABAD,DICHPALLY,Ramadugu,1809282,Dubbaka,2,0,0,1,1,37,0,0,37,0,52,0,0,52,0,,
2025,10,KARIMNAGAR,KARIMNAGAR(U),KISANNAGAR,2007040,AMBEDKARNAGAR-II,8,3,0,2,3,36,10,1,14,11,25,9,1,15,0,,
2025,10,JAGITYAL,METPALLY,Ammakkapet,2011133,Vemulakurthy - II,11,0,1,10,0,44,0,3,41,0,34,0,1,33,0,,
2025,10,NIZAMABAD,DICHPALLY,Abhangapat,1809231,Anjuman Form,0,0,0,0,0,11,5,0,2,4,14,6,0,6,2,,
2025,10,JAGITYAL,METPALLY,vellulla,2011033,Vellula - IV,3,0,0,3,0,26,3,0,22,1,30,3,0,26,1,,
2025,10,MAHABUBABAD ,MARIPEDA,YELLAMPETA,2110105,Balya Thanda,1,0,1,0,0,6,0,6,0,0,2,0,2,0,0,,
2025,10,JAGITYAL,METPALLY,chinthakunta ,2011219,Gambheerpur - I,14,0,0,12,2,32,0,0,32,0,49,0,0,47,2,,
2025,10,JAGITYAL,METPALLY,chinthakunta ,2011233,Ambaripeta - III,4,0,0,4,0,19,0,0,18,1,32,0,0,32,0,,
2025,10,KUMARAMBHEEM-ASIFABAD,SIRPUR,Lonavelly,1913033,Hudkily,11,0,4,7,0,17,0,8,9,0,26,0,8,18,0,,
2025,10,MAHABUBABAD ,MARIPEDA,MARIPEDA,2110005,Lokya Thanda,6,1,4,1,0,18,1,13,3,1,11,0,9,2,0,,
2025,10,ADILABAD,NARNOOR,NARNOOR,1917228,Waddera colony ,3,0,0,0,3,17,0,0,1,16,17,0,3,2,12,,
2025,10,MAHABUBABAD ,MARIPEDA,ABBAIPALEM,2110056,Ellarigudem,0,0,0,0,0,10,2,7,0,1,8,1,7,0,0,,
2025,10,ADILABAD,NARNOOR,TADIHATNUR,1917128,Jamda,6,0,6,0,0,17,0,17,0,0,14,0,13,0,1,,
2025,10,NIZAMABAD,DICHPALLY,Sirnapally,1809196,Sirnapally-3,8,3,0,5,0,25,15,0,10,0,46,25,0,21,0,,
2025,10,VIKARABAD,KODANGAL,Kodangal,1409048,GUNDLAKUNTA ,1,0,0,1,0,27,1,2,24,0,20,1,1,18,0,,
2025,10,MEDCHAL - MALKAJIGIRI,ALWAL,Ramanthapur,1501150,Srinagar Colony -2,2,1,0,0,1,66,9,4,43,10,40,5,1,31,3,,
