state_name,district_name,total_no_of_active_workers,total_households_worked,approved_labour_budget,total_expenditure,wages,active_worker_ratio,job_card_activation_rate,work_completion_rate,average_days_employment_per_household
ANDAMAN AND NICOBAR,SOUTH ANDAMAN,3662,134,32000,48.29617,48.29617,0.2009989571326637,0.174718822946877,0.0,21
ANDAMAN AND NICOBAR,NICOBARS,1898,252,33000,22.168595,22.168595,0.19426816786079837,0.1641888580297337,0.1076923076923077,20
ANDAMAN AND NICOBAR,NORTH AND MIDDLE ANDAMAN,8183,1131,85000,170.347946,139.11158,0.2790261533740239,0.24185136897001303,0.22116689280868385,24
ANDHRA PRADESH,SRIKAKULAM,647872,316311,15600000,53855.1551720644,32465.1309985994,0.8911863786612231,0.8651534798324632,0.12407560410865286,43
ANDHRA PRADESH,VIZIANAGARAM,585376,280432,12200000,38330.4816537116,24775.4553962996,0.9247719176296811,0.9112669114700116,0.09021747386009772,40
ANDHRA PRADESH,VISAKHAPATANAM,49656,25506,1400000,5534.74467767603,3584.21273730003,0.907472724282242,0.883008200621344,0.07572218807621389,51
ANDHRA PRADESH,EAST GODAVARI,183385,80948,3400000,15871.7048870819,8776.42034519986,0.8320666796734982,0.8193891834863017,0.16330338433274966,39
ANDHRA PRADESH,WEST GODAVARI,211387,92243,3400000,12381.9841272719,8564.67316149992,0.7983314827823224,0.7803724755109445,0.07867124295170384,32
ANDHRA PRADESH,KRISHNA,329139,139501,6100000,24999.1556295759,15250.0207273999,0.849893227223314,0.8176117997519082,0.217218456725756,38
ANDHRA PRADESH,GUNTUR,154014,57229,2000000,7211.47826965901,4468.94866870001,0.678738894373149,0.653880131710558,0.04081501271445585,30
ANDHRA PRADESH,PRAKASAM,662062,287977,11500000,40737.6562086524,25528.6659428994,0.8812031155998276,0.861956467183082,0.04334388950360563,35
ANDHRA PRADESH,NELLORE,437170,183377,7900000,28450.6639944457,17582.0914185997,0.8280801315320913,0.8168933009974427,0.14369428854407396,39
ANDHRA PRADESH,CHITTOOR,353377,106025,4500000,20643.727943209,11855.2666274,0.8017101540681385,0.7846717475808128,0.12651570167910037,41
ANDHRA PRADESH,Y.S.R,342508,135138,7000000,26223.4353768978,16877.2284930998,0.7700217849250117,0.7593842398827123,0.13841627998665576,45
ANDHRA PRADESH,ANANTAPUR,467045,172579,7700000,33525.1903955306,20824.4116198996,0.8294351859744835,0.8231414887572043,0.11722431521752645,43
ANDHRA PRADESH,KURNOOL,490069,175799,5800000,23455.0773018137,14782.9761264997,0.8392756529587152,0.8245513414098822,0.09439666184109682,31
ANDHRA PRADESH,ALLURI SITHARAMA RAJU,458849,203787,11200000,45396.7355754505,31305.8073234815,0.925852912452885,0.9050635831039626,0.060150747254511,52
ANDHRA PRADESH,ANAKAPALLI,373235,195592,9800000,36446.939183951,25734.2413773,0.8823751917898575,0.8602547733093222,0.06328561977506465,46
ANDHRA PRADESH,KONASEEMA,244080,116506,5100000,21737.635958151,13869.9243678,0.7172684555277689,0.6792781283877091,0.13169973349126443,40
ANDHRA PRADESH,ELURU,563280,233298,10300000,35438.8105694249,25732.9362186998,0.8711494384420517,0.8519051632606149,0.12480622658571244,39
ANDHRA PRADESH,NTR,314089,125314,4100000,19170.7959423881,10853.9399402001,0.832411932450626,0.8153437929357551,0.20097575546373275,29
ANDHRA PRADESH,BAPATLA,375156,164819,5700000,20672.4276203541,14175.6946488001,0.8622551351798606,0.8356834993885692,0.1675278486109247,31
ANDHRA PRADESH,PALNADU,464792,193697,6700000,27259.8007719132,16363.6954234002,0.8396673790473369,0.8142714691018433,0.04298285939449662,30
ANDHRA PRADESH,NANDYAL,397317,156677,5800000,22326.7323983699,14231.2983072999,0.8094848082929423,0.7916204757909875,0.11774266365688488,34
ANDHRA PRADESH,SRI SATHYA SAI,373928,131919,6000000,27212.4554518698,15297.7264054998,0.8166649194534717,0.8055981384086853,0.07424622919623777,41
ANDHRA PRADESH,ANNAMAYYA,290128,128201,5700000,22365.6117236321,15001.8960109001,0.8818855513608482,0.8748214143979681,0.1505890603085554,42
ANDHRA PRADESH,TIRUPATI,341195,139000,6800000,29380.1192051088,17844.0262236998,0.8689855234874031,0.857390898284938,0.318275438057178,45
ANDHRA PRADESH,PARVATHIPURAM MANYAM,362566,171357,9400000,31323.9955939836,22155.5467114005,0.9230976828737356,0.9054529401543223,0.1676825747173637,49
ANDHRA PRADESH,KAKINADA,305473,142404,4900000,23872.382708455,12812.4076381,0.8216521105280288,0.8088270578758847,0.13623101840152543,32
ARUNACHAL PRADESH,TAWANG,14143,8532,456478,1480.988676695,1077.18249,0.9417992941333155,0.9372398001665279,0.34256055363321797,50
ARUNACHAL PRADESH,WEST KAMENG,13855,8415,583746,1252.32477519099,792.825381099992,0.9198034920002656,0.9157704621952221,0.1825657894736842,39
ARUNACHAL PRADESH,EAST KAMENG,36771,35742,1571343,6194.39200970812,3659.19278200012,0.9745050751331725,0.9748422628595872,0.22722159730033745,45
ARUNACHAL PRADESH,LOWER SUBANSIRI,8801,4755,342817,603.650813215,442.4593428,0.8027179861364465,0.8153455049688005,0.009868421052631578,35
ARUNACHAL PRADESH,UPPER SUBANSIRI,41296,41209,1225552,8077.24943959999,5574.62234449999,0.9873992779092844,0.9873766407971639,0.2250733137829912,59
ARUNACHAL PRADESH,WEST SIANG,16290,6906,294362,787.017776700001,606.725659300001,0.9056540835047534,0.8692663268934455,0.0975609756097561,40
ARUNACHAL PRADESH,EAST SIANG,13618,9432,329560,928.909995076002,624.453391000001,0.9873839907192575,0.9866824504291211,0.2694610778443114,32
ARUNACHAL PRADESH,LOHIT,7780,3939,274407,919.83380751,650.6921618,0.9823232323232324,0.9846344048039563,0.3018181818181818,68
ARUNACHAL PRADESH,CHANGLANG,30289,10877,781232,1885.711094248,1054.017526,0.9728905020396365,0.9654889071487264,0.25969341749323716,40
ARUNACHAL PRADESH,TIRAP,39582,25554,541210,4161.181938076,2980.11722,0.9489355581127733,0.9445176453829992,0.1874180865006553,47
ARUNACHAL PRADESH,PAPUM PARE,35070,27626,1240128,4931.56332159999,3402.53115979999,0.9900347232024391,0.9887546273660683,0.24037460978147762,51
ARUNACHAL PRADESH,UPPER SIANG,8660,8238,352009,1447.095415144,1164.8667749,0.9617947578853843,0.9617555581154245,0.27882599580712786,59
ARUNACHAL PRADESH,LOWER DIBANG VALLEY,14211,13521,506441,1784.362334044,1234.55018,0.9835282718527234,0.9836631223153299,0.26506024096385544,38
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2830,2818,133842,855.5432615,585.89673,0.9933309933309933,0.9932862190812721,0.381294964028777,86
ARUNACHAL PRADESH,KURUNG KUMEY,23743,15638,1009520,2709.1869727,897.79897,0.9504423361754933,0.956669889947967,0.278125,31
ARUNACHAL PRADESH,ANJAW,9156,7979,440343,1337.7472834,950.1867478,0.9651101507325814,0.9642777901042823,0.2606177606177606,52
ARUNACHAL PRADESH,LONGDING,18737,6087,798407,885.4063112,688.534183,0.9073168369570481,0.8615032943391152,0.14482758620689656,47
ARUNACHAL PRADESH,KRA-DAADI,22424,21208,1125119,4200.0268973,2967.470723,0.9698961937716263,0.9736666814689817,0.2574679943100996,61
ARUNACHAL PRADESH,SIANG,11394,5678,378728,1012.31209743799,535.647303399995,0.8848334239341461,0.8588567395906845,0.3465553235908142,36
ARUNACHAL PRADESH,NAMSAI,30200,15649,857471,1700.5698691,1192.2469325,0.9793747567777922,0.9777973180918883,0.2544570502431118,32
ARUNACHAL PRADESH,SHI YOMI,5382,2020,153328,338.136804200001,271.815041400001,0.9292127071823204,0.9046679815910585,0.1683673469387755,56
ARUNACHAL PRADESH,PAKKE KESSANG,7793,7148,336046,1201.4176878,478.196431199997,0.9583128381701919,0.9581326417191552,0.2768361581920904,28
ARUNACHAL PRADESH,LEPARADA,8508,4933,213813,305.2878595,258.3525832,0.9868924718710126,0.9820237212750186,0.24232081911262798,25
ARUNACHAL PRADESH,KAMLE,11554,10067,559673,1576.87837,1083.54392,0.8929592704227529,0.8967662709783054,0.07051282051282051,47
ARUNACHAL PRADESH,LOWER SIANG,10444,3012,254672,419.208778058,133.8110664,0.9252303330970942,0.9038961038961039,0.44807121661721067,20
ARUNACHAL PRADESH,KEYI PANYOR,10723,6688,239753,1181.8189105,1145.4516105,0.9567273376159886,0.9502206287920574,0.09502262443438914,72
ASSAM,DHUBRI,343966,61626,2248782,6642.328594412,5101.3583445,0.46415217059818126,0.41985067377528773,0.18289703315881325,34
ASSAM,KOKRAJHAR,319914,82375,1677785,7714.1619489,6293.1443666,0.5957718623248053,0.5694945782826265,0.22441016006070022,31
ASSAM,BONGAIGAON,155739,15150,750651,1849.931861023,1494.7615318,0.4751559048583737,0.4540850756691098,0.39752021563342316,39
ASSAM,GOALPARA,215436,25981,1119144,3159.10528788499,2018.25060429999,0.4765502992872848,0.40845421918698155,0.39112239297475304,31
ASSAM,BARPETA,260036,27829,1838623,4659.93997603201,3508.65592170001,0.5382141216112728,0.5154440808417515,0.4287824636645223,50
ASSAM,NALBARI,203792,42467,1833407,4009.32487161898,2722.90939099999,0.6317584219679521,0.587748604569812,0.3726004695484049,25
ASSAM,KAMRUP,300574,65327,2011087,6778.03668971699,6000.72617119999,0.4098984165860936,0.36436640238295426,0.34092276830491475,37
ASSAM,DARRANG,258697,55391,1483666,6452.27509338198,4840.35378929998,0.6035776447366579,0.5461866962819739,0.41125015962201505,35
ASSAM,SONITPUR,187806,50212,1831040,3962.20263331701,3410.14305590001,0.5343580084276776,0.5050162843387143,0.19460715495957787,27
ASSAM,LAKHIMPUR,282987,63479,1483771,5310.470519975,4244.8107055,0.575727983496396,0.514259599210403,0.37106871915739853,27
ASSAM,DHEMAJI,257552,47825,1511991,3784.18149428,2909.5238028,0.5963342687523733,0.5334624837104349,0.666603766464128,24
ASSAM,Morigaon,202978,39599,1023711,3758.344815076,2773.6996343,0.5989000289155489,0.5337608917647283,0.32399871492825016,27
ASSAM,NAGAON,397420,102208,2445793,10225.014968339,7695.18826290004,0.5655211668445393,0.5066734447108243,0.24508664548952766,30
ASSAM,GOLAGHAT,238269,39248,2134278,5284.946736829,3994.9162713,0.5858175836982364,0.5444854217285665,0.4227197778356331,40
ASSAM,JORHAT,134819,23462,1462615,2120.816708777,1824.410242,0.5105001287430138,0.45896035393117174,0.3669358339845446,30
ASSAM,SIVASAGAR,161006,27975,1793587,3940.045941579,2671.7770933,0.6743961028897424,0.6126503651858621,0.4678356558852265,38
ASSAM,DIBRUGARH,212338,40536,1825059,3460.671359118,2519.8306668,0.6174860050890585,0.552067981269705,0.47091292032827364,25
ASSAM,TINSUKIA,178837,35750,2493754,3439.989005027,2761.1226833,0.5452231202382876,0.47223994617705145,0.3379495437466452,31
ASSAM,KARBI ANGLONG,154743,47086,1294655,4717.909620466,3911.9281861,0.5685130552667448,0.5234552702544261,0.42727576694808994,33
ASSAM,Dima Hasao,41160,8707,399291,789.242039,622.0079128,0.5408317456146113,0.5072909459009252,0.43555293075446627,28
ASSAM,Sribhumi,161504,41634,1826277,4733.82399503699,3276.52074559999,0.4963687605840717,0.44911748016819925,0.40606648623806363,31
ASSAM,HAILAKANDI,195197,39052,1930962,3317.85015497201,2509.28415250001,0.6870666169192755,0.6126891197821168,0.24177176253460475,26
ASSAM,CACHAR,180519,47949,2932726,5740.864945203,4931.2353592,0.3513546654209973,0.32326062916166676,0.3228270014885768,41
ASSAM,BAKSA,165447,51616,940646,3826.717660577,3199.17915,0.6411009544033138,0.6013615328262825,0.23346821424768396,24
ASSAM,CHIRANG,164814,31475,590819,3735.761156228,2387.34785,0.5895731681142415,0.5574374756800736,0.32301007673107146,30
ASSAM,KAMRUP (METRO),32267,2763,171614,357.493505593,217.8690756,0.32230901390442707,0.28382404648666654,0.6151354534746761,30
ASSAM,UDALGURI,268696,67053,1426034,6149.157315928,4408.4251216,0.593958203465213,0.5304272118646612,0.32255608567658106,26
ASSAM,Biswanath,145288,48283,2216668,4766.436557874,3729.9945708,0.6966411737910863,0.6286942581289854,0.31784368660032847,31
ASSAM,HOJAI,154476,34981,1022473,3332.316249522,2949.2995561,0.5251052923200342,0.472853751334764,0.3539786140813776,33
ASSAM,CHARAIDEO,73772,12485,587038,1285.87807445,993.6912764,0.5264765493420114,0.4701658007082106,0.30629348513598986,31
ASSAM,SOUTH SALMARA-MANKACHAR,103380,19769,1085924,1675.369409896,1193.0373074,0.45900969701275174,0.4189527255548278,0.3276291931097008,25
ASSAM,MAJULI,45698,10953,936534,800.229449215998,614.993628299998,0.7301399629321915,0.6589250006023081,0.6330954994511526,22
ASSAM,BAJALI,68433,8639,475875,1306.025998463,1056.0611709,0.5513765681274323,0.5041677482622364,0.31698174706649285,47
ASSAM,WEST KARBI ANGLONG,54759,13618,655361,1515.59333168,1267.6920594,0.43287404842649463,0.38925859450503936,0.3775654341503947,38
ASSAM,TAMULPUR,116633,20829,538359,2005.980830328,1408.81106,0.5583812482944508,0.4833593888503876,0.21802074330164217,27
BIHAR,PATNA,252259,107838,4666006,13375.94207587,9630.92039230002,0.2971094548692412,0.2950105192072933,0.26107554713318387,35
BIHAR,NALANDA,351125,169459,8545742,23341.686903824,16955.5886652,0.43218416553530525,0.4773730052340503,0.4088681783243659,40
BIHAR,BHOJPUR,222626,100884,3570313,11953.070066568,10299.0530606,0.2507588907073481,0.30554617840805975,0.3802374700308254,39
BIHAR,ROHTAS,262297,113191,5037483,13915.558792778,10726.0247976,0.43706332741799764,0.44245891722955943,0.3509767543380989,37
BIHAR,AURANAGABAD,326119,128112,5773470,17208.2794622851,13203.8133116,0.4359232787647822,0.4417403798661937,0.49557979758181686,39
BIHAR,JEHANABAD,168646,94935,2912866,11359.0196598181,9499.27614850006,0.5410436149564493,0.5424084490083768,0.27601846602413543,41
BIHAR,GAYAJI,530238,252650,10757386,29664.9898207621,23479.7795038001,0.37619485809275355,0.42484591558286844,0.28306750443048173,35
BIHAR,NAWADA,341470,183482,7626297,23712.127921528,17349.5747677,0.4754796639741339,0.4733713970246397,0.2278444676409186,38
BIHAR,SARAN,281684,154375,7215466,20645.072739048,16231.1146891,0.37620115417644395,0.3853661996117455,0.4392288871226643,41
BIHAR,SIWAN,199345,88059,5011933,11950.1905107,9403.3091944,0.35324502724493867,0.3758425663702158,0.4632943249024789,42
BIHAR,GOPALGANJ,154635,63563,3146820,8771.024804556,6649.76485200001,0.3637768712860107,0.3561700645289717,0.3571503441528947,40
BIHAR,PASHCHIM CHAMPARAN,384773,135546,6001792,17006.448437226,12971.4904998,0.35965740415317543,0.34993462414201576,0.397857941937022,36
BIHAR,PURBI CHAMPARAN,591170,255712,10091803,33782.838947015,26175.3649557,0.37186092752306793,0.3844651618999007,0.4569898993399054,39
BIHAR,SITAMARHI,347594,116729,6189131,15979.38988201,11418.9247902,0.33728619654731745,0.343276409383939,0.35218889743370646,37
BIHAR,MUZAFFARPUR,395530,175185,7472693,22120.411665976,16260.3988845,0.33091129656355234,0.3388855665199695,0.2261776429592118,35
BIHAR,VAISHALI,302675,149951,7584774,19419.518373053,13552.2092556,0.34237626719092534,0.337926983287808,0.4043038232005692,35
BIHAR,BEGUSARAI,228927,79424,3499115,12775.0566111,10137.5401478,0.2916739396055158,0.2932946673111004,0.4005173389378385,49
BIHAR,SAMASTIPUR,483682,195151,9718699,26478.759502032,19512.6502664,0.39492659252297835,0.39453385745012237,0.3943131064629549,39
BIHAR,DARBHANGA,382696,170043,6609591,20010.675247807,13953.3044771,0.3673302099860726,0.36036515252380147,0.31314257401213924,32
BIHAR,MADHUBANI,380781,141058,5633232,18497.168933514,14633.5273951,0.25500270217238585,0.27415859513522123,0.3675432291886864,41
BIHAR,SAHARSA,374033,201041,8965221,21810.276452702,18961.5384168,0.5669967286872001,0.5682992252082738,0.3482457819464574,37
BIHAR,MADHEPURA,257748,96194,4073438,12418.519790985,9159.14808150001,0.36547661924059677,0.3760170041920057,0.3679892601431981,38
BIHAR,PURNIA,365134,140201,6806907,19728.41129224,14230.7629549,0.39081357862424165,0.3995989768426169,0.35247563491498896,40
BIHAR,KATIHAR,415914,159119,7650837,19639.380672677,13560.5717916,0.4366358648752496,0.45262750383956213,0.3080434866715673,33
BIHAR,KHAGARIA,123252,45178,1538413,6420.98290970701,5158.1279512,0.26579485929814045,0.28404817404817406,0.46128648961109864,46
BIHAR,MUNGER,161500,89207,4497795,12260.879676268,8680.30843140001,0.547823461769385,0.5473798891376441,0.2983619736709878,39
BIHAR,BHAGALPUR,262902,121202,4728718,16266.9904653,13735.0852051,0.3386795077912441,0.37421364408487606,0.4224513358585347,43
BIHAR,ARARIA,412081,136528,6061647,21060.6253688899,15510.0185866,0.3768600377334678,0.3811040057012355,0.5843098434696529,44
BIHAR,KISHANGANJ,249638,119746,6748333,14150.0602215,12069.7618841,0.4768133242925767,0.5098974528287941,0.5936995737096891,39
BIHAR,SHEOHAR,99197,35690,1511230,4511.90602120901,3375.71718920001,0.44802807486631013,0.42495662666514583,0.28653587745229775,37
BIHAR,SUPAUL,292378,88983,4132355,12756.89912502,10228.3950372,0.3514247354801023,0.34802611172966,0.5277194601453454,44
BIHAR,BANKA ,226894,85193,3862622,8424.389316064,6494.9994422,0.3373271505732037,0.3272816885184297,0.31152616180172826,31
BIHAR,LAKHISARAI,149753,85839,3067009,8830.92141036197,7431.61423939996,0.5180169428791825,0.523466331995477,0.2786187610189069,34
BIHAR,Sheikhpura ,72371,33790,1448804,4268.83123546999,3327.27485939999,0.45702611902596746,0.447755329928245,0.4311560349953283,40
BIHAR,BUXAR ,161429,85806,4509727,11377.413382471,7752.10500120001,0.43365515833360196,0.4298901547752768,0.34680289289404204,36
BIHAR,KAIMUR (BHABUA),209078,84545,3883345,10249.767553992,8231.8367503,0.4782423715632005,0.4682418706677713,0.3415648978709608,38
BIHAR,JAMUI,351516,170611,7845879,17709.9900884,13705.4183646,0.5568729088512623,0.5665607935517443,0.3321154426306439,32
BIHAR,ARWAL,104281,50366,1603108,5489.68642885502,4181.19386940003,0.47950798942407175,0.47616107892487414,0.45164120184223994,32
GOA,NORTH GOA,3758,1048,41079,101.5272615,96.1674615,0.14840263791809818,0.14009345794392522,0.11138613861386139,21
GOA,SOUTH GOA,4660,1214,58921,123.0268005,120.7690105,0.1722863058266785,0.1642390241391734,0.08711433756805807,22
GUJARAT,JAMNAGAR,33885,5476,550000,726.3797903,538.6495385,0.35729725739953816,0.3526057068243788,0.31967686093479514,39
GUJARAT,RAJKOT,36048,4968,450000,717.214086962,575.3278149,0.12394528913003115,0.13081462040359362,0.536281179138322,44
GUJARAT,SURENDRANAGAR,65448,10006,900000,1683.883928644,1312.140812,0.3653231073228729,0.3450178895260501,0.4297041781030802,47
GUJARAT,BHAVNAGAR,76843,13313,750000,2033.731231,1800.1519825,0.3289413416550018,0.30411567767259295,0.5570291777188329,53
GUJARAT,AMRELI,60937,7218,500000,1001.275710016,804.6212523,0.19637206184703235,0.17752391427523914,0.3642578125,44
GUJARAT,JUNAGADH,74432,3093,550000,535.3973636,388.3082436,0.24728485665970093,0.24572036953204904,0.38105606967882416,45
GUJARAT,KACHCHH,57419,13284,800000,1690.4615757,1513.4515057,0.3644447547476389,0.3416125334352312,0.38263701707097936,44
GUJARAT,BANAS KANTHA,146055,40522,2800000,6048.054172634,4948.139089,0.34752576313854633,0.3174587941748039,0.470200313247053,47
GUJARAT,SABAR KANTHA,150928,30437,2300000,4380.57312790499,2998.35006029999,0.4184157488086096,0.38102785549859025,0.31441191983122363,37
GUJARAT,MAHESANA,49010,8882,950000,1217.861578006,1036.8568522,0.2709935693629633,0.25678364920611874,0.4029261155815655,41
GUJARAT,GANDHINAGAR,17970,3448,400000,635.239310965,363.0902063,0.29021317829457366,0.2816864467903744,0.3846823324630113,37
GUJARAT,AHMADABAD,30169,6076,500000,951.851282736996,713.055169399996,0.20818985446239416,0.1982524578929334,0.36267995570321154,47
GUJARAT,KHEDA,78219,12792,700000,1807.935258452,1565.486213,0.22596720515842753,0.21111599177878645,0.371024524136285,43
GUJARAT,PANCH MAHALS,288592,78550,5600000,14719.748217964,9293.76823669999,0.4460463678516229,0.4121770794123693,0.28056338028169014,42
GUJARAT,VADODARA,34138,5274,400000,745.695756454001,634.8289922,0.13442009725749612,0.12766590688018117,0.45196421625826527,42
GUJARAT,BHARUCH,49274,6157,550000,497.98061,391.22168,0.17384278859723398,0.1558879462659995,0.34551495016611294,25
GUJARAT,SURAT,163350,26028,1500000,4920.47273294201,2910.3620672,0.38142538913095253,0.3282918918369318,0.6941822173435784,38
GUJARAT,VALSAD,124677,20591,1300000,2182.750796368,1796.517472,0.25425864934588205,0.2383526833490379,0.5559040434008646,31
GUJARAT,DANG,62390,20239,1350000,2758.3346696,2560.0310865,0.6222510347578916,0.6098074774230184,0.6583212385099177,41
GUJARAT,PATAN,101283,14085,850000,2223.78033359,1511.6324963,0.18012527298983447,0.16093486949613695,0.5376008804108584,43
GUJARAT,PORBANDAR,19068,3262,250000,580.28835378,320.8460245,0.2580942068218733,0.24518717349265448,0.5034695451040864,43
GUJARAT,ANAND,39216,6049,550000,664.767599442,435.9621693,0.41792508125965794,0.36791345860189995,0.6082964977898674,28
GUJARAT,DOHAD,637802,70659,11000000,8469.7826780999,8076.2341280999,0.4720857419894451,0.47566838961960084,0.04871303309343474,43
GUJARAT,NARMADA,188451,54428,3400000,3925.723144,3760.652424,0.7807977394482033,0.7351583432869548,0.41550046174611066,26
GUJARAT,NAVSARI  ,101563,32912,1400000,2961.90380810001,2501.64695030001,0.4754532729749594,0.4430495573871632,0.4561198221390124,28
GUJARAT,TAPI,206456,31723,1500000,3169.766009435,2592.1478314,0.4632756191040382,0.4147003920104536,0.47943478837733844,30
GUJARAT,Morbi,13761,2845,200000,377.0307209,296.2537164,0.16900630043108214,0.16637699102402323,0.3326848249027237,41
GUJARAT,Botad,41915,7916,450000,940.608655204002,814.959945800002,0.3353360961326144,0.32464816902432814,0.5316681534344335,39
GUJARAT,Chhotaudepur,141018,30744,1900000,4225.21542415301,3471.79252730001,0.27599556114869955,0.2706199624265196,0.5600590008337074,40
GUJARAT,ARVALLI,163928,46391,3300000,5718.29905454698,5106.40187639998,0.5169420171485695,0.4947897526611813,0.5055881531153954,46
GUJARAT,GIR SOMNATH,54824,6218,500000,876.680369175,622.4675317,0.44864157119476267,0.39993755280461374,0.4129692832764505,36
GUJARAT,DEVBHUMI DWARKA,23969,2531,350000,367.5130137,284.7154457,0.2343377263306089,0.241418961651239,0.5873897419144071,43
GUJARAT,MAHISAGAR,175574,38440,1500000,4729.21694725,4341.5721319,0.463331732367828,0.4458161179972455,0.3143148242485991,43
HARYANA,AMBALA,16323,2744,155200,355.1780413,297.5333313,0.2679591568717578,0.2239602334914265,0.12137203166226913,26
HARYANA,YAMUNANAGAR,23480,3555,300000,505.042229,399.478356,0.22679197535037815,0.1818691719834537,0.352112676056338,26
HARYANA,KURUKSHETRA,54291,11165,450044,1764.3291681,1423.546777,0.3593383900559946,0.2880625992822263,0.14461791290057519,32
HARYANA,KAITHAL,76389,18856,650020,1843.8938033,1774.7420601,0.5029728395061729,0.4112621880311298,0.18037459283387622,23
HARYANA,KARNAL,90033,16900,750010,1818.4303362,1612.173385,0.43652786936115745,0.35520208263407366,0.08048119281599458,24
HARYANA,PANIPAT,33677,9421,450324,1381.291405,1109.358617,0.37473016579503726,0.3090735765664269,0.06459121326738435,29
HARYANA,SONIPAT,25126,8145,420015,1199.08113628,991.8158466,0.3575585945838255,0.3180114913814639,0.049079754601226995,29
HARYANA,ROHTAK,39492,10351,600000,1338.1462428,1158.9150237,0.49915947267970223,0.4449018041817698,0.11561978877153975,27
HARYANA,FARIDABAD,2577,374,80100,70.1800957,41.57394,0.2543928923988154,0.232092004381161,0.11764705882352941,28
HARYANA,GURUGRAM,3261,713,77325,169.5420412,109.14819,0.17343899585150516,0.17407102701220348,0.35,37
HARYANA,REWARI,13481,2766,200100,474.4536755,256.4972465,0.16378723817854887,0.16659487156233704,0.2062780269058296,22
HARYANA,MAHENDRAGARH,25950,4853,500072,812.3687964,501.916115800001,0.2705407687736528,0.23183825375492903,0.097856477166822,27
HARYANA,BHIWANI,74611,16469,850261,1730.8310163,1396.4516614,0.4195022939906441,0.37875855507141387,0.21669980119284293,21
HARYANA,JIND,86400,24414,950680,3400.83637345,2703.7414836,0.5745368461650996,0.5200856710024552,0.26860581745235707,28
HARYANA,HISAR,158771,49621,2700020,6465.4550305,4460.6093072,0.6007135722501362,0.553193364323324,0.25556485355648534,22
HARYANA,SIRSA,139782,36784,1315118,3693.85570469999,2484.80127189999,0.491086924444382,0.45226921728231106,0.2396216500262743,16
HARYANA,PANCHKULA,10741,2260,123690,388.2913212,224.8149012,0.3971822652812188,0.342297750646208,0.20598591549295775,24
HARYANA,FATEHABAD,139081,37229,2700254,7351.583110835,2954.81662819999,0.8354266904534506,0.7897766238855687,0.25044687189672293,20
HARYANA,MEWAT,32558,5892,1042622,970.593538335,670.4472402,0.14947547230447858,0.14790394266072507,0.1708043694141013,21
HARYANA,JHAJJAR,28991,6917,400925,1143.7208806,1101.2002066,0.25360182649999563,0.23203297257569425,0.1059190031152648,40
HARYANA,PALWAL,5640,1207,150060,177.2165248,171.4989548,0.0808161861638104,0.07666918665757011,0.21302998965873837,36
HARYANA,CHARKI DADRI,14127,2957,133160,390.427546953,332.2073675,0.23840221408441198,0.22102260013425823,0.11891891891891893,29
HIMACHAL PRADESH,BILASPUR,90647,13576,947669,3107.493380908,1472.3773989,0.51298201532489,0.48459157583097834,0.4004927246131342,32
HIMACHAL PRADESH,CHAMBA,220854,91502,4460174,22955.391424563,15514.8373122,0.8363590920451706,0.8086013146295924,0.3256627783669141,53
HIMACHAL PRADESH,HAMIRPUR,101723,22252,1097890,3462.158554878,1640.318827,0.5500383912446334,0.5128109914593391,0.5150874224478286,26
HIMACHAL PRADESH,KANGRA,282821,73290,3248108,12970.665789971,6937.14373879999,0.4883389248708018,0.46566870386538617,0.45767900542157414,32
HIMACHAL PRADESH,KINNAUR,31089,10356,414707,1668.9472824,1160.0952013,0.7825266178358378,0.7355220719202812,0.2565489749430524,36
HIMACHAL PRADESH,KULLU,150192,35080,2148878,5624.25805891598,3890.33212219998,0.7481469674025664,0.7007130353946418,0.4079730652874012,36
HIMACHAL PRADESH,LAHUL AND SPITI,9296,2332,57060,387.4294833,250.1572514,0.669981981981982,0.6329971398464549,0.41822173435784854,36
HIMACHAL PRADESH,MANDI,411613,126029,6649308,20796.5295210681,13870.1362922001,0.7624227830516324,0.7245495525712062,0.4603933613724019,34
HIMACHAL PRADESH,SHIMLA,242578,54490,2801450,8674.86021696495,5805.16480769996,0.732209263015551,0.6782735148514851,0.4085907744392721,33
HIMACHAL PRADESH,SIRMAUR,120751,30847,1445814,7738.70687638601,3713.50215850001,0.603839537535255,0.5633749891604921,0.37067461880380354,39
HIMACHAL PRADESH,SOLAN,83631,12979,766772,2581.116925836,1314.0831532,0.49144982723362246,0.44996463932107494,0.37721518987341773,32
HIMACHAL PRADESH,UNA,56453,16961,962170,3920.386232066,1719.5653935,0.4733567553517076,0.4328467331172471,0.605921438342779,30
JAMMU AND KASHMIR,KUPWARA,184820,81303,7265743,14499.608150494,13507.2297957,0.8815140559567304,0.8583091576596237,0.09795762184914143,62
JAMMU AND KASHMIR,BARAMULLA,113260,44183,3137097,6674.164584577,5979.7711622,0.6791267171544555,0.6382634810719819,0.07118685037466764,50
JAMMU AND KASHMIR,SRINAGAR,4106,1776,100000,278.73720604,231.9649776,0.40815109343936384,0.37572337962962965,0.06172839506172839,48
JAMMU AND KASHMIR,BADGAM,80362,39256,2671196,5469.161626832,4850.222217,0.7305702779116173,0.7047805157046851,0.05345404936127992,44
